name,url,category,description
"TwelveLabs","https://www.twelvelabs.io","AI Tool / Video","Multimodal AI that understands video for search, summarization, and insights."
"Allier Ho","https://allierho.com","Portfolio","Designer portfolio with systems thinking, clean interfaces, and motion."
"Handshake","https://joinhandshake.com","SaaS / Hiring","Early-talent hiring network connecting students and grads with employers."
"Collective","https://collective.com","Fintech / Accounting","Finance and bookkeeping platform tailored for solo founders and LLCs."
"Human Native","https://www.humannative.ai","AI Tool / Agents","Enterprise AI agents that plan, execute tasks, and integrate with your stack."
"GoCardless","https://gocardless.com","Fintech / Payments","Bank-to-bank payments for subscriptions, invoices, and global collections."
"New Ground Coffee","https://www.newgroundcoffee.com","E-commerce / Coffee","Small-batch roaster serving specialty coffee with bold, modern branding."
"Caldera","https://caldera.xyz","DevTool / Web3","Rollup and app-chain tooling to launch scalable blockchain applications."
"Purpose Talent","https://www.purposetalent.xyz","Recruiting / Talent","Boutique talent partner placing product, design, and go-to-market leaders."
"Frame.io","https://frame.io","SaaS / Video","Cloud video collaboration with review, approvals, and versioned assets."
"Schema","https://www.schema.supply","E-commerce / Design","Curated design tools and resources for brand, type, and digital work."
"Gamma","https://gamma.app","SaaS / Docs","AI-powered docs and decks that turn ideas into polished, shareable pages."
"Trawelt","https://trawelt.com","Travel / App","Plan trips, share itineraries, and organize bookings with a simple mobile app."
"Distributional","https://distributional.ai","AI Research","Applied AI group exploring multimodal models, tooling, and evaluations."
"Cloudflare Agents","https://agents.cloudflare.com","DevTool / Platform","Deploy AI agents on Cloudflare’s network with tools, routing, and observability."
"Vendredi Society","https://vendredi.co","Design Studio","Strategy-led creative studio crafting brands, campaigns, and digital builds."
"Chainlink","https://chain.link","Crypto / Oracle","Decentralized oracle network connecting smart contracts to real-world data."
"Nory","https://www.nory.ai","SaaS / Restaurant Ops","AI platform for scheduling, inventory, and margin control in hospitality."
"Quechua SS25 Lookbook","https://quechua.com","Fashion / Lookbook","Seasonal outdoor collection lookbook highlighting gear, colorways, and fits."
"Books About Food","https://www.booksabout.food/","Meida/Publishing","Curated reads, essays, and resources exploring food culture, craft, and industry."
"Junction","https://junction-studio.com","Product Studio","Venture studio partnering with teams to validate, design, and ship new products."
"Rauno Freiberg","https://rauno.me","Portfolio","Designer–engineer portfolio showcasing interactive, type-driven web experiments."
"Wittl","https://www.wittl.co","Design Studio","Brand and web studio crafting minimal identities and high-impact digital work."
"carlhauser","https://www.carlhauser.com","Portfolio / Creative","Personal portfolio presenting photography, direction, and bold visual projects."
"Acctual","https://www.acctual.com","Fintech / SaaS","Modern finance tools to automate payouts, reconciliation, and real-time reporting."
"Mother Root","https://motherroot.com","E-commerce / CPG","Modern aperitifs and alcohol-free drinks with vibrant, chef-inspired flavors."
"OFF MENU","https://www.offmenupodcast.co.uk","Media / Events","Food culture platform hosting tastings, chef spotlights, and culinary stories."
"MasterClass","https://www.masterclass.com","Education / SaaS","Streaming classes taught by world-class instructors across arts, biz, and more."
"The Bottom Line","https://www.economist.com/newsletters/the-bottom-line","Media / Analysis","Clear explanations and takes on money, business models, and the creator economy."
"Andersen","https://andersenlab.com","Agency / Dev","Global software partner building scalable apps, platforms, and enterprise systems."
"Kit","https://kit.co","E-commerce / Tools","Product curation and shoppable kits that simplify discovery and buying decisions."
"Plumb","https://www.plumbweb.io","Design / Dev","Product team shipping crisp interfaces, design systems, and front-end builds."
"Caleomag","https://www.caleomag.com","Media / Design","Independent magazine exploring contemporary design, visuals, and culture."
"incident.io","https://incident.io","SaaS / Reliability","Incident response platform for alerts, comms, postmortems, and on-call ops."
"AngelList","https://www.angellist.com","Startup Platform","Hiring, fundraising, and investor tools powering the global startup ecosystem."
"Gilion","https://www.gilion.com","Fintech","Founder-friendly growth financing with data-driven terms and flexible payback."
"Avara","https://avara.xyz","Web3 / Software","Consumer crypto apps and protocols focused on open finance and on-chain UX."
"Forma","https://www.joinforma.com","SaaS / HR","Flexible employee benefits and stipends with budgets, policies, and compliance."
"Mymind","https://mymind.com","SaaS / Notes","Private, AI-organized visual notes to save, search, and remember anything."
"Corner","https://www.cornerwebstudio.com","Design Studio","Multidisciplinary studio crafting identities, sites, and motion for brands."
"Adora","https://www.adora.so","SaaS / Analytics","Product analytics and experimentation to grow activation, retention, and LTV."
"Zenwood Studio","https://zenwood.studio","Design Studio","Nature-inspired branding and websites with calm aesthetics and strong craft."
"Tom Parkes","https://www.tparkes.com","Portfolio","Photographer/creative portfolio with cinematic visuals and editorial work."
"Willy Brauner","https://willybrauner.com","Portfolio / Creative","Designer–developer showcasing playful interactions and clean type systems."
"Lazy Sundays","https://www.lazysundays.studio","E-commerce / Lifestyle","Cozy apparel and home goods with relaxed fits, soft tones, and weekend vibes."
"Sui Overflow 2025","https://sui.io/overflow","Conference / Web3","Developer conference for Sui: talks, workshops, and hands-on dApp building."
"Dauw","https://www.dauw.nl","Design Studio","Independent studio crafting brands, websites, and thoughtful visual systems."
"The Leap","https://www.theleap.co","SaaS / Creator Commerce","All-in-one storefront for creators to sell digital products, courses, and kits."
"Self Aware","https://selfaware.studio","Design Studio","Strategy-led studio building clear identities, product design, and web."
"Artifact","https://www.rtfct.com","Design Studio","Product, brand, and web experiences with sharp type and precise motion."
"Habitat","https://agencyhabitat.com","Marketing Agency","Full-service creative and performance marketing for modern brands."
"Holland Design","https://www.hollanddesign.ca","Design Studio","Canada-based studio delivering branding, packaging, and digital design."
"Quillow","https://quillow.co","Design Studio","Boutique team shipping brand identities, websites, and product UI."
"Spaces","https://spaces.is","Design Studio","Minimal, systems-driven brand and web design for ambitious companies."
"Marco Almeida","https://www.aboutmarco.com","Portfolio","Designer–developer portfolio with crisp case studies and interactive work."
"Offgrid","https://www.offgrid-design.co","Design Studio","Brand and web studio crafting clean, conversion-ready digital experiences."
"Sketch","https://www.sketch.com","SaaS / Design Tool","Vector design platform for UI, prototyping, and collaborative handoff."
"Edition","https://www.editiondesign.co","Design Studio","Brand and digital studio delivering identity, packaging, and web builds."
"Old Friends","https://www.oldfriends.studio","Design Studio","Creative studio making characterful brands, campaigns, and websites."
"Lovi","https://lovi.care","Health / CPG","Care-focused wellness brand offering simple, trustworthy daily essentials."
"Brooklyn Org","https://brooklyn.org","Nonprofit","Community foundation funding justice, equity, and local Brooklyn initiatives."
"Darkroom","https://www.darkroom.au","Design Studio","Australian studio crafting bold identities, digital products, and sites."
"Parthean","https://www.parthean.com","EdTech / Finance","Personal-finance learning app with bite-size lessons and actionable tools."
